title,price,description,CEP,Município,Bairro
Terrenos 100% planos - 2.500m² - Vianópolis - Betim/Juatuba,R$ 140.000,"O LUGAR MAIS ACONCHEGANTE DA REGIÃO 

Oportunidade pra quem procura um terreno com fundo para o Rio Paraopeba. 

São 5 terrenos de 2.500m² já separados e piquetados.

- 100% plano
- As margens da rodovia (asfalto)
- 2.500 m2
- Estuda pegar carros
- Fundos para o Rio
- 14 km do Centro de Betim

- Apenas R$140.000,00 - Conheça e se apaixone, lugar de descanso e qualidade de vida ?

Roger 31 
Julio 31 
Douglas 31 ",32628074,Betim,Vianópolis
Troco lote Mateus Leme em micro ônibus ,R$ 50.000,"Lote 300 metros planos terra Boa pra plantio em poucos metros do asfalto em Mateus Leme 
Troco em micro ônibus 
Carro comercial 
Caminhão 3/4",30000001,Belo Horizonte,
"Loteamento/condomínio à venda em Bosque do jambreiro, Nova lima cod:236365",R$ 590.000,"Código do anúncio: 236365
Lote em condomínio com 1000m².
O lote tem 1000m², 20.00m² de frente, 50.00m² de fundos, zoneamento: ZOR2, geometria: retangular, inclinacao: aclive.
Infraestrutura: quadra de esportes, espaço gourmet, salão de festas, interfone, possui guarita, portão eletrônico, rua plana, localização privilegiada e próximo ao comércio.",34004840,Nova Lima,Bosque Residencial do Jambreiro
Vendo ou troco-Lote Plano e Barato em Mateus leme-acto carro-Bairro Atalaia,R$ 49.999,"TROCO POR CARROS-troco por micro-ônibus,van,ducato,Sprinter,Transit-lote todo plano situado bairro Atalaia-lote 07 quadra 01-top demais-apenas 45(quarenta e cinco mil) fica a 20 minutos da fabrica da Fiat em Betim-documentação em dia (IPTU )-Oportunidade de Sair do Aluguel-cidades vizinhas com bastante industrias e fabricas como Juatuba,Contagem,Itauna,Esmeraldas,Brumadinho,Florestal,Igarape,Itatiaiuçu,Ribeirão das Neves,Nova Lima,São Joaquim de Bicas,Sarzedo,Mario Campos,Ibirite-cidade com alto índice de valorização e expansão-apenas 40 minutos de Belo Horizonte.tamanho 10x30(300 metros)demarcado.

AGENDE VISITA LEIA O ANUNCIO : 31  VIVO E ZAP-31  OI E ZAP

.
.
.
.

.
.
.
.
.

.
.
.
.

.
.
.
.

.
.
.
.
.
.
.
.

.

.
.
.
.
.

.
.
.

.
.
.

.
.
.

.
.
.
.
.

.
.
.
.
.
.

.
.
.
.
.
CIDADES DA REGIAO METROPOLITANA.
Baldim,Belo Horizonte,Betim,Brumadinho,Caeté,Capim Branco,Confins,Contagem,Esmeraldas,Florestal,Ibirité,Igarapé,
Itaguara,Itatiaiuçu,Jaboticatubas,Ravena,Nova União,Juatuba,Lagoa Santa,Ravena,Mário Campos,Mateus Leme,Matozinhos,Nova Lima,Pedro Leopoldo,Raposos,Ribeirão das Neves,Rio Acima,Rio Manso,Sabará,Santa Luzia,São Joaquim de Bicas,São José da Lapa,Sarzedo,Taquaraçu de Minas,Vespasiano",35670000,Mateus Leme,
"Loteamento/condomínio à venda em Aparecida, Belo horizonte cod:43561",R$ 300.000,"Código do anúncio: 43561
casa antiga de 4 quartos, Bairro Aparecida composta de:
02 salas em piso cerâmica, 04 (quatro) quartos, 3 banhos, cozinha, área de serviço + barracão de 01 quarto, sala, cozinha, banho e area
obs: a casa principal foi dividida em 02 moradias de 02 quartos, sala, cozinha, banho e area de serviço (CADA UMA) - parte da casa não tem laje
02 vagas
lote 330 m2 (parte plano e parte aclive)",31210610,Belo Horizonte,Santo André
Sítio 32.000m² com muita água e excelente localização!,R$ 320.000,"Sítio 32.000m² com uma casa colonial, 2 quartos, sala cozinha, 1 banheiro social, garagem para 2 carros. 

Área com terra de cultura, excelente topografia, córrego nos fundos e dois regos de água e energia elétrica. 

Asfalto até a entrada do sítio

1km da BR381
70km de Belo Horizonte.",35685000,Itatiaiuçu,
Lindíssimas Fazendinhas em Caeté! Muito verde e água! - Financio RTM,R$ 19.900,"Lindas fazendinhas em Caeté 20.000 m², documentação em dia, região maravilhosa cercada de muito verde. Ótimo acesso pela 381 (em fase final de duplicação).
Os terrenos já estão cercados e com porteiras (olha só quanta economia)
Alguns ainda tem riacho no fundo.
Ligue, marque uma visita com o Tavares :

31  WhatsApp

Valor: R$ 19.900,00

VALOR ANUNCIADO REFERENTE AO VALOR DA ENTRADA, RESTANTE EM ATÉ 120 PARCELAS.

Trabalhamos com lotes e terrenos rurais região de: Pedro Leopoldo, Matozinhos, Funilândia, Jequitibá, Baldim, Lagoa Santa, São José de Almeida, Jaboticatubas, São José da Serra, Santana do Riacho, Serra do Cipó, Betim, Igarapé, Caeté",34800000,Caeté,
É chegada a hora!! O mais esperado Lançamento em Lagoa Santa - RTM,R$ 12.000,"Loteamento planinho no Bairro Cidade Jardim, pertinho do centro! Lotes à partir de 360 m², serão entregues com Água encanada, luz, pavimentação, esgoto.
Garanta agora mesmo a sua unidade!!

R$ 12.000,00 de entrada e o restante em até 120 meses.

Valor do anuncio é referente ao valor da entrada.

Mais Informações e agendamentos

Tavares 

31- whatsapp",33400000,Lagoa Santa,
Lotes de 1.000 m² em fantástica localização | a 15 min da Serra do Cipó | Fácil de Pagar,R$ 20.000,"Lotes a partir de 1.000 m² em São José de Almeida - Jaboticatubas. Localização privilegiada, a 20 min de Lagoa Santa e a 15 min da Serra do Cipó. Completa infraestrutura, vias asfaltadas, rede elétrica e de água.
Pronto para construir, comércio perto, ônibus integração com metrô de Venda Nova

Agendamentos de visitas e mais informações com Tavares.

31  WhatsApp

Valor: R$ 20.000,00

VALOR ANUNCIADO É REFERENTE À ENTRADA DO FINANCIAMENTO, o restante pode ser pago em até 49 parcelas. Consulte condições e disponibilidade",35840000,"Almeida, Jaboticatubas",Centro
Fazendinha preço oportunidade 20.000 mts-90 mil a vista-financio-aceito carro-perto de BH,R$ 90.000,"Vendo fazendinha de 20.000 m2 , a 50 km de BH* 4 km de estrada de chão, rio para nadar ou pescar a 600 mts, energia ao lado,topografia muito boa, terra boa pra plantio(tel.  zap) , aceito caminhonete 4x4 2013
aceito carro popular a ser avaliado
entrada de 30% e parcelas direto com proprietário
excelente topografia
2 saídas até o local pela BR 381 ou pela MG 020
90 noventa mil a vista preço de OPORTUNIDADE
,

,,

,
,
,

,
,
,
,
,
,
,
,

,
,
,
,
,
,

,
,
,
,
,
,

,
,
,
,
,
,
,

,
,
.

.
.
.
.
.
.
.
.
.
.

.
.
.
.
.

.

.
.
.
.
.
.

.
.
.
.
.
.

.
.
.
.
.
.

.
.
.
.
.
.
.
.

.
.
.
.
.
.
.

.
.
.
.
.
.
.
.

.
.
.
.
.
.
.
.

.
.
.
.
.
.
.
.

.

.
.
.
.
.
.
.

.
.
.
.
.
.

.
.
.
.

CIDADES DA REGIAO METROPOLITANA. Baldim,Belo Horizonte,Betim,Brumadinho,Caeté,Capim Branco,Confins,Contagem,Esmeraldas,Florestal,Ibirité,Igarapé,Itaguara,Itatiaiuçu,Jaboticatubas,Ravena,Nova União,Juatuba,Lagoa Santa,Ravena, corrente,lagoa,troca,troco,produzindo,piscina,pomar,frutiferas,nascente,lagoa,mina,rio,Mário Campos,Mateus Leme,Matozinhos,Nova Lima,Pedro Leopoldo,Raposos,Ribeirão das Neves,Rio Acima, !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! Rio Manso,Sabará,Santa Luzia,São Joaquim de Bicas,Fitness,São José da Lapa,Sarzedo,Vespasiano Celulares e smartphones,Capinhas e suportes para celulares,games,bolsas,carro,moto,Brinquedos,Decoração, ()*)( Sapatos, sandálias e sapatilhas,Camisas, camisetas e blusas,Cartão de memória,Lembrancinha de festas,Reprodutores e música MP3, Câmeras digitais,Pen drives,Relógios,Cartuchos de tinta,Perfumes,Jogos para Playstation,Tablets,Impressoras,animais e acessorios,bebes e crianças,musicas e hobbies,moda e beleza,para a sua casa,esporte,eletronicos,imoveis,empregos,veiculos e barcos,temporada,lançamentos,loja,sala e outros,aluguel-casas e apartamentos,terrenos,sitios,fazendas,venda-casas e apartamentos,Belo Horizonte e região,água e luz",30000987,Belo Horizonte,
Fazendinha 20.000 mts-oportunidade-90 mil a vista-aceito carro-financiamento próprio,R$ 90.000,"Vendo fazendinha de 20.000 m2 , a 50 km de BH* 4 km de estrada de chão, rio para nadar ou pescar a 600 mts, energia ao lado,topografia muito boa, terra boa pra plantio(tel.  zap) , aceito caminhonete 4x4 2013
aceito carro popular a ser avaliado
entrada de 30% e parcelas direto com proprietário
excelente topografia
2 saídas até o local pela BR 381 ou pela MG 020
90 noventa mil a vista preço de OPORTUNIDADE
,

,,

,
,
,

,
,
,
,
,
,
,
,

,
,
,
,
,
,

,
,
,
,
,
,

,
,
,
,
,
,
,

,
,
.

.
.
.
.
.
.
.
.
.
.

.
.
.
.
.

.

.
.
.
.
.
.

.
.
.
.
.
.

.
.
.
.
.
.

.
.
.
.
.
.
.
.

.
.
.
.
.
.
.

.
.
.
.
.
.
.
.

.
.
.
.
.
.
.
.

.
.
.
.
.
.
.
.

.

.
.
.
.
.
.
.

.
.
.
.
.
.

.
.
.
.

CIDADES DA REGIAO METROPOLITANA. Baldim,Belo Horizonte,Betim,Brumadinho,Caeté,Capim Branco,Confins,Contagem,Esmeraldas,Florestal,Ibirité,Igarapé,Itaguara,Itatiaiuçu,Jaboticatubas,Ravena,Nova União,Juatuba,Lagoa Santa,Ravena, corrente,lagoa,troca,troco,produzindo,piscina,pomar,frutiferas,nascente,lagoa,mina,rio,Mário Campos,Mateus Leme,Matozinhos,Nova Lima,Pedro Leopoldo,Raposos,Ribeirão das Neves,Rio Acima, !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! Rio Manso,Sabará,Santa Luzia,São Joaquim de Bicas,Fitness,São José da Lapa,Sarzedo,Vespasiano Celulares e smartphones,Capinhas e suportes para celulares,games,bolsas,carro,moto,Brinquedos,Decoração, ()*)( Sapatos, sandálias e sapatilhas,Camisas, camisetas e blusas,Cartão de memória,Lembrancinha de festas,Reprodutores e música MP3, Câmeras digitais,Pen drives,Relógios,Cartuchos de tinta,Perfumes,Jogos para Playstation,Tablets,Impressoras,animais e acessorios,bebes e crianças,musicas e hobbies,moda e beleza,para a sua casa,esporte,eletronicos,imoveis,empregos,veiculos e barcos,temporada,lançamentos,loja,sala e outros,aluguel-casas e apartamentos,terrenos,sitios,fazendas,venda-casas e apartamentos,Belo Horizonte e região,água e luz",30000654,Belo Horizonte,
Fazenda - Zona Rural Jaboticatubas,R$ 135.000,"Terreno lindo de 20.000 metros, pertinho da Serra do Cipó com Água e luz já instalados, Vista linda pra serra e pertinho da cachoeira. Financiamento próprio em até 120 meses com entrada de 14.000,00. Mais Informações e agendamentos 31 ",35830000,Jaboticatubas,
"lote de 600 m², Bairro Colégio Batista, Belo Horizonte/MG",R$ 530.000,"Código do anúncio: 43636
Lote de 600 m², Bairro Lagoinha, Belo Horizonte/MG
Lote em excelente localização, com 600 m² 10 metros de frente por 60 metros nas laterais. Próximo ao centro e Colégio Batista",31110340,Belo Horizonte,Lagoinha
"Sítio à venda em Anápolis, Esmeraldas cod:812375",R$ 780.000,"Código do anúncio: 812375
Benefícios: * 15 KM do Ceasa, ótima localização. Casa do Sítio: * 03. Quartos sendo um suíte. Piso em cerâmica. * 02. Salas amplas para dois ambientes.Vendo excelente sitio. Construção de primeira. 15km de distância do Ceasa, sentido Sete Lagoas Área de 10 mil m2, casa com 3 quartos (uma suíte), varanda frontal e lateral, piscina, sauna, espaço gourmet com um quarto, quadra de peteca, poço artesiano e água da copasa, tudo em tijolo a vista, casa de caseiro, galinheiro, horta, pomar, mata reservada. vale 1 milhão de reais, vendo por 780 mil / troco por imóvel de menos valor, Garagem * 10 Automóveis. Os valores de venda e dos encargos (IPTU/condomínio etc.) exibidos poderão sofrer mudanças e aumentos sem prévio aviso. Por esse motivo os valores deverão ser confirmados no nosso setor comercial e os encargos no prédio/condomínio e IPTU na Prefeitura. IPTU: R$ 0.00",35740000,Esmeraldas,
"Terreno\Área à venda, Aarão Reis - Belo Horizonte/MG",R$ 4.950.000,"Código do anúncio: 3864
Terreno com 3200 mt excelente localização - próximo a Av. Cristiano Machado Anel Rod. estação São Gabriel 
-Varias linhas de Õnibus e Metro 
-Terreno de aproximadamente 3200 mt com 1600 de área construída 
-Excelente localização próximo da Linha Verde Anel Rodoviário e Cristiano Machado .
- Próximo a estação de Ônibus do São Gabriel e futura instalação da Rodoviária de Belo Horizonte 
- Excelente oportunidade para construtoras super mercados empresas de Ônibus etc...
- Imóvel possui 02 entradas Av. Risoleta Neves e Rua Dr. Benedito Xavier 
- Imóvel possui varias salas 
- Imóvel possui vários banheiros 
- Estacionamento para vários caminhões e veículos 
- Imóvel com local para varias estações de trabalho 
- Imóvel encontra-se com cabeamento estruturado para voz dados e imagem .
Os preços e informações exibidos são aproximados e poderão sofrer mudanças sem prévio aviso portanto estes deverão ser confirmados pelo departamento comercial da UtilbrásOportunidade",31814164,Belo Horizonte,Providência
"Loteamento/condomínio à venda em Nacional, Contagem cod:42595",R$ 165.000,"Código do anúncio: 42595
Lote de 372,00 M2 com pequeno aclive com projeto aprovado para 06 casas geminadas sendo 01 casa de 3 quartos e 05 casas de 2 quartos.",32185210,Contagem,Nacional
"Loteamento/condomínio à venda com 3 dormitórios em Santo andré, Belo horizonte cod:41526",R$ 550.000,"Código do anúncio: 41526
casa de 3 quartos, Bairro Santo Andre composta de:
02 salas 2 ambientes piso em cerâmica, 03 (três) quartos amplos piso em cerâmica, banho social azulejado, amplo, armário e box blindex, cozinha ampla com armários, piso em cerâmica, área de serviço
+ 03 barracões nos fundos com 1 quarto, sala, cozinha, banho e area 02 vagas livres lote 520 m2 (10 M de frente por 52,00 M nas laterais)",30710022,Belo Horizonte,Carlos Prates
"Loteamento/condomínio à venda com 2 dormitórios em Aparecida, Belo horizonte cod:42421",R$ 420.000,"Código do anúncio: 42421
casa recuada de 2 quartos, Bairro Aparecida composta de:
02 quartos em cerãmica, sala 2 ambientes em cerâmica, banho social azulejado, cozinha, área de serviço
+ barracão simples na frente com 2 comodos
lote 300 m2 (10 M de frente por 30 M laterais) - levemente caido para os fundos
ZAR2 -",31235020,Belo Horizonte,Aparecida
"Lote - Terreno à venda, Nova Suíça - Belo Horizonte/MG",R$ 450.000,"Código do anúncio: 52341
Próximo ao carrefour , Drogaria Araújo

lote com 12 metros de frente e fundo , 30 de lateral direita e esquerda em aclive 

Zoneamento ZAP
Fração ideal 1.0
Zona Homogênea OE117",30421249,Belo Horizonte,Nova Suíssa
"Lote em Condomínio à venda, Condomínio Amendoeiras - Lagoa Santa/MG",R$ 1.300.000,"Código do anúncio: 59491
Lote no Condomínio Estância das Amendoeiras

Lote 30 da Quadra C

Terreno no condomínio Estância das Amendoeiras com área de 5100 m².
",33400000,Lagoa Santa,
"Lote - Terreno à venda, Vila da Serra - Nova Lima/MG",R$ 800.000,"Código do anúncio: 58700
Lote em área de expansão na região do Vila da Serra.

Lote de 382m² em rua plana. 14 metros de frente, 29 metros de lateral e 14 metros de fundo. 

Região com vários empreendimentos e plena expansão.",34006065,Nova Lima,Vila da Serra
"Lote - Terreno à venda, Lourdes - Belo Horizonte/MG",R$ 6.900.000,"Código do anúncio: 46851
Entre Av. Bias Fortes e Rua Gonçalves Dias!

Lote plano, 600 m² de terreno e 240 m² de área construída.

Dimensões: 15 metros x 40 metros.

Para uso residencial e comercial.

Zoneamento: ZCBH.",30160046,Belo Horizonte,Lourdes
Área em Macacos Nova Lima,R$ 130.000,"Área 1.000m² com mata nativa em Macacos - Nova Lima, na rua do engenho, excelente localização, com vizinhança formada, terreno cercado, próximo ao eccoville, região gastronômica, á 800m de varias pousadas, vendo a vista ou financiamos em até 50 meses direto com dono, sem burocracia",34000000,Nova Lima,
"Chácara de 1.068,00 M² Disponível para Venda, em Juatuba | JUATUBA IMÓVEIS",R$ 90.000,"Código do anúncio: 328
Terreno residencial plano com 1.068,00 M². Já possuindo água e energia.
Uma excelente opção de investimento, para quem procura um local tranquilo para residir.
Toda a documentação do imóvel se encontra regularizada.

PREÇO NEGOCIÁVEL
VENHA CONFERIR:
(31)  Ou (31)  (WhatsApp)
(Preços e condições sujeitos a alteração sem prévio aviso.)",35675000,Juatuba,
"Linda vista, riachos, lagoas! Terrenos rurais financiados em Esmeraldas - RTM",R$ 37.800,"Maravilhosos terrenos rurais (fazendinhas) em Esmeraldas, documentação rigorosamente em dia. Só visitando pata entender a beleza do local.

Valor: R$ 37.800,00

Agende sua visita com o Tavares.

31  WhatsApp

Valor anunciado referente ao valor da entrada restante em até 120 meses. Crédito sujeito a rigorosa análise.

Trabalhamos com lotes e terrenos rurais região de Lagoa Santa, São José de Almeida, Jaboticatubas, São José de da Serra, Santana do Riacho, Serra do Cipó, Pedro Leopoldo, Matozinhos, Funilândia, Jequitibá, Baldim, Betim, Igarapé, Esmeraldas, Sete Lagoas, etc",35740000,Esmeraldas,
"Lindíssima Fazendinha no coração da Serra do Cipó, riacho, energia elétrica - Financio",R$ 49.000,"Terreno rural, 20.000 m² com riacho no fundo, energia elétrica e uma casa simples que precisa ser reformada, tudo isso numa região de rara beleza no coração da Serra do Cipó. O terreno será entregue todo cercado e com porteira. 
Financiamos

Entrada de 49.000,00 + 60 parcelas. 

Agende sua visita com o Tavares. 

31  WhatsApp 

VALOR ANUNCIADO REFERENTE AO VALOR DA ENTRADA 

Trabalhamos com lotes e terrenos rurais região de Vespasiano, Pedro Leopoldo, Matozinhos, Funilândia, Jequitibá, Baldim, Lagoa Santa, São José de Almeida, Jaboticatubas, São José da Serra, Santana do Riacho, Serra do Cipó, Igarapé, Betim, Casa Branca, Sete Lagoas, Paraopeba, e Cordisburgo",35845000,Santana do Riacho,
